Model Name (ID's which detail page to populate),Date,Announced/Updated,Update,"Link (""Learn More"")",Unique ID
Million Hearts: Cardiovascular Disease Risk Reduction Model,10/17/2023,,"
Final evaluation report and associated materials posted",https://www.cms.gov/priorities/innovation/innovation-models/million-hearts-cvdrrm,1128
Global and Professional Direct Contracting (GPDC) Model,10/23/2023,,First evaluation report and associated materials posted,https://www.cms.gov/priorities/innovation/innovation-models/gpdc-model,1129
Expanded Home Health Value-Based Purchasing Model,11/1/2023,,CY 2023 Home Health Prospective Payment System (HH PPS) final rule published,https://innovation.cms.gov/innovation-models/expanded-home-health-value-based-purchasing-model,1130
Medicare Diabetes Prevention Program (MDPP) Expanded Model,11/2/2023,,"Final rule to extend PHE flexibilities extended, displayed on the Federal Register; CMS to simplify MDPP payments",https://innovation.cms.gov/innovation-models/medicare-diabetes-prevention-program,1131
Medicare Care Choices Model,11/6/2023,,"By providing high-quality supportive services and increasing use of Medicare’s hospice benefit, participating hospices achieved MCCM’s goals of improving enrollees’ quality of life and care, attaining high satisfaction, and reducing Medicare expenditures and acute care service use. MCCM’s effects were widespread, although larger for certain beneficiary subgroups. Low model uptake and low market penetration limited generalizability of these results.",https://www.cms.gov/priorities/innovation/innovation-models/medicare-Care-Choices,1132
Primary Care First Model Options,11/8/2023,,Performance Year 2022 annual results posted,https://www.cms.gov/priorities/innovation/innovation-models/primary-care-first-model-options,1133
Guiding an Improved Dementia Experience (GUIDE) Model,11/15/2023,,Request for Applications (RFA) posted,https://www.cms.gov/priorities/innovation/innovation-models/guide,1134
States Advancing All-Payer Health Equity Approaches and Development (AHEAD) Model,11/16/2023,,Notice of Funding Opportunity (NOFO) posted,https://www.cms.gov/priorities/innovation/innovation-models/ahead,1135
Medicare Advantage Value-Based Insurance Design Model,12/13/2023,,CY 2025 Request for Applications and associated materials posted,https://www.cms.gov/priorities/innovation/innovation-models/vbid,1136
Comprehensive Primary Care Plus,12/15/2023,,Fifth annual evaluation report and associated materials posted,https://innovation.cms.gov/innovation-models/comprehensive-primary-care-plus,1137
Transforming Maternal Health (TMaH) Model,12/15/2023,,New model focuses on improving maternal health outcomes for Medicaid and Children's Health Insurance Program enrollees ,https://www.cms.gov/priorities/innovation/innovation-models/transforming-maternal-health-tmah-model,1138
Financial Alignment Initiative for Medicare-Medicaid Enrollees,12/20/2023,,"Multiple evaluation and savings reports from participating states Texas, New York, Rhode Island and South Carolina posted",https://www.cms.gov/priorities/innovation/innovation-models/financial-alignment,1139
Part D Senior Savings Model,12/28/2023,,Second evaluation report posted,https://www.cms.gov/priorities/innovation/innovation-models/part-d-savings-model,1140
ESRD Treatment Choices (ETC) Model,1/4/2024,,Second evaluation report posted,https://www.cms.gov/priorities/innovation/innovation-models/esrd-treatment-choices-model,1141
Next Generation ACO Model,1/11/2024,,Final evaluation report posted,https://www.cms.gov/priorities/innovation/innovation-models/next-generation-aco-model,1142
BPCI Advanced,12/31/2023,,Cohort 3 Participant Selections Announced,https://www.cms.gov/priorities/innovation/innovation-models/bpci-advanced,1143
Medicare Intravenous Immune Globulin (IVIG) Demonstration,1/1/2024,,"Section 4134 of the CAA, 2023 made the IVIG in-home coverage permanent",,1144
BPCI Advanced,1/1/2024,,Model Year 7 and 2-Year extension begins,https://www.cms.gov/priorities/innovation/innovation-models/bpci-advanced,1145
Innovation in Behavioral Health (IBH) Model,1/18/2024,,New voluntary state model aims to improve behavioral/physical health outcomes and overall quality of care for Medicare/Medicaid populations.,https://www.cms.gov/priorities/innovation/innovation-models/innovation-behavioral-health-ibh-model,1146
ACO REACH,1/29/2024,,PY 2024 model participants announced,https://innovation.cms.gov/innovation-models/aco-reach,1147
Kidney Care Choices (KCC) Model,1/29/2024,,PY 2024 model participants announced,https://innovation.cms.gov/innovation-models/kidney-care-choices-kcc-model,1148
Cell and Gene Therapy (CGT) Access Model,1/30/2024,,New voluntary model aims to improve the lives of Medicaid enrollees living with rare and severe diseases by increasing access to treatments. ,https://www.cms.gov/priorities/innovation/innovation-models/cgt,1149
Integrated Care for Kids (InCK) Model,2/16/2024,,Second report for implementation year 1 posted,https://www.cms.gov/priorities/innovation/innovation-models/integrated-care-for-kids-model,1150
Independence at Home Demonstration,2/23/2024,,Year eight evaluation report and associated materials posted,https://www.cms.gov/priorities/innovation/innovation-models/independence-at-home,1151
Primary Care First Model Options,2/26/2024,,Second annual evaluation report posted,https://www.cms.gov/priorities/innovation/innovation-models/primary-care-first-model-options,1152
Medicare Advantage Value-Based Insurance Design Model,3/4/2024,,Hospice benefit component ending 12/31/2024,https://www.cms.gov/priorities/innovation/innovation-models/vbid,1153
Cell and Gene Therapy (CGT) Access Model,3/7/2024,,Manufacturer Request for Applications (RFA),https://www.cms.gov/priorities/innovation/innovation-models/cgt,1154
ACO Primary Care Flex Model,3/19/2024,,Voluntary model focused on improving funding and other resources to support primary care delivery in the Medicare Shared Savings Program,https://www.cms.gov/priorities/innovation/innovation-models/aco-primary-care-flex-model,1155
Maryland Total Cost of Care Model,4/8/2024,,Progress reports for the first 4 years of the model posted,https://www.cms.gov/priorities/innovation/innovation-models/md-tccm,1156
Transforming Episode Accountability Model (TEAM),4/10/2024,,"New mandatory 5-year, episode-based alternative payment model",https://www.cms.gov/priorities/innovation/innovation-models/team-model,1157
Transforming Episode Accountability Model (TEAM),4/10/2024,,"Comments, questions and feedback on the proposed rule were due by 5 pm EDT on 6/10/2024",https://www.cms.gov/priorities/innovation/innovation-models/team-model,1158
Value in Opioid Use Disorder Treatment Demonstration Program,4/26/2024,,Intermediate Report to Congress and associated materials posted,https://www.cms.gov/priorities/innovation/innovation-models/value-in-treatment-demonstration,1159
Innovation in Behavioral Health (IBH) Model,4/26/2024,,State Medicaid Agency benefits fact sheet posted,https://www.cms.gov/priorities/innovation/innovation-models/innovation-behavioral-health-ibh-model,1160
Increasing Organ Transplant Access (IOTA) Model,5/8/2024,,New Mandatory Proposed 6-year Increasing Organ Transplant Access (IOTA) Model ,https://www.cms.gov/priorities/innovation/innovation-models/iota,1161
BPCI Advanced,5/29/2024,,Fifth annual report posted,https://www.cms.gov/priorities/innovation/innovation-models/bpci-advanced,1162
ACO Primary Care Flex Model,5/30/2024,,Request for Applications posted,https://www.cms.gov/priorities/innovation/innovation-models/aco-primary-care-flex-model,1163
Enhancing Oncology Model,5/30/2024,,Request for Applications for second cohort posted,https://www.cms.gov/priorities/innovation/innovation-models/enhancing-oncology-model,1164
Oncology Care Model,5/30/2024,,Final evaluation report and associated materials posted,https://www.cms.gov/priorities/innovation/innovation-models/oncology-care,1165
Strategic Direction,6/4/2024,,An update on the CMS Innovation Center's progress in promoting health equity and new work for 2024,https://www.cms.gov/priorities/innovation/about/strategic-direction,1166
Maternal Opioid Misuse (MOM) Model,6/17/2024,,Third annual evaluation report and associated materials posted,https://www.cms.gov/priorities/innovation/innovation-models/maternal-opioid-misuse-model,1167
2024 Rural Health Hackathon,6/21/2024,,CMS to host 2024 Rural Health Hackathon,https://www.cms.gov/priorities/innovation/2024-rural-health-hackathon,1168
Cell and Gene Therapy (CGT) Access Model,6/28/2024,,State Request for Applications (RFA),https://www.cms.gov/priorities/innovation/innovation-models/cgt,1169
Vermont All-Payer ACO Model,6/28/2024,,Fourth evaluation report posted,https://www.cms.gov/priorities/innovation/innovation-models/vermont-all-payer-aco-model,1170
States Advancing All-Payer Health Equity Approaches and Development (AHEAD) Model,7/2/2024,,Cohort 2 participant selections,https://www.cms.gov/priorities/innovation/innovation-models/ahead,1171
Guiding an Improved Dementia Experience (GUIDE) Model,7/8/2024,,Guide participants,https://www.cms.gov/priorities/innovation/innovation-models/guide,1172
Making Care Primary (MCP) Model,7/10/2024,,MCP Participants,https://www.cms.gov/priorities/innovation/innovation-models/making-care-primary,1173
Global and Professional Direct Contracting (GPDC),7/10/2024,,Second annual evaluation report and associated materials posted,https://www.cms.gov/priorities/innovation/innovation-models/gpdc-model,1174
Transforming Maternal Health (TMaH) Model,6/26/2024,,Notice of Funding Opportunity application released,https://www.cms.gov/priorities/innovation/innovation-models/transforming-maternal-health-tmah-model,1175
Innovation in Behavioral Health (IBH) Model,6/17/2024,,Notice of Funding Opportunity posted,https://www.cms.gov/priorities/innovation/innovation-models/innovation-behavioral-health-ibh-model,1176
Transforming Episode Accountability Model (TEAM),8/1/2024,,Model finalized,https://www.cms.gov/priorities/innovation/innovation-models/team-model,1177
Cell and Gene Therapy (CGT) Access Model,8/15/2024,,State Notice of Funding Opportunity (NOFO),https://www.cms.gov/priorities/innovation/innovation-models/cgt,1178
Kidney Care Choices (KCC) Model,9/17/2024,,First annual evaluation report and associated materials posted,https://www.cms.gov/priorities/innovation/innovation-models/kidney-care-choices-kcc-model,1179
Medicare Advantage Value-Based Insurance Design Model,9/27/2024,,CY 2025 VBID Model Participants Announced,https://www.cms.gov/priorities/innovation/innovation-models/vbid,1180
Medicare Two Dollar Drug List Model,10/9/2024,,Request for Information (RFI) Released,https://www.cms.gov/priorities/innovation/innovation-models/medicare-two-dollar-drug-list-model,1181
Medicare Two Dollar Drug List Model,10/11/2023,,One-Year Update on Executive Order 14087 Released,https://www.cms.gov/priorities/innovation/innovation-models/medicare-two-dollar-drug-list-model,1182
Medicare Two Dollar Drug List Model,2/14/2023,,A Report in Response to Executive Order 14087 Released,https://www.cms.gov/priorities/innovation/innovation-models/medicare-two-dollar-drug-list-model,1183
Medicare Intravenous Immune Globulin (IVIG) Demonstration,10/28/2024,,Final Report to Congress posted,https://www.cms.gov/priorities/innovation/data-and-reports/2024/ivig-final-rtc,1184
States Advancing All-Payer Health Equity Approaches and Development (AHEAD) Model,10/28/2024,,Cohort 3 participants announced,https://www.cms.gov/priorities/innovation/innovation-models/ahead,1185
Accountable Health Communities Model,11/12/2024,,Third Evaluation Report and associated materials posted,https://www.cms.gov/priorities/innovation/innovation-models/ahcm,1186
